+(896,430) 1326
+(606,478) 1084
+(840,999) 1839
+(87,521) 608
+(743,1017) 1760
+(457,53) 510
+(857,943) 1800
+(864,511) 1375
+(429,763) 1192
+(596,91) 687
+(884,562) 1446
+(583,251) 834
+(997,970) 1967
+(814,429) 1243
+(145,309) 454
+(41,1021) 1062
+(715,236) 951
+(1007,828) 1835
+(393,739) 1132
+(558,825) 1383
+(761,759) 1520
+(76,440) 516
+(182,18) 200
+(654,10) 664
+(244,184) 428
+(249,242) 491
+(967,888) 1855
+(468,545) 1013
+(189,1017) 1206
+(439,722) 1161
+(702,274) 976
+(116,19) 135
+(743,269) 1012
+(953,41) 994
+(346,559) 905
+(528,941) 1469
+(198,773) 971
+(843,741) 1584
+(943,224) 1167
+(235,881) 1116
+(592,41) 633
+(684,481) 1165
+(940,213) 1153
+(529,374) 903
+(939,987) 1926
+(513,451) 964
+(682,487) 1169
+(633,372) 1005
+(953,440) 1393
+(430,604) 1034
+(883,1) 884
+(900,788) 1688
+(19,943) 962
+(249,53) 302
+(875,722) 1597
+(614,440) 1054
+(383,283) 666
+(741,691) 1432
+(901,514) 1415
+(447,657) 1104
+(946,494) 1440
+(139,471) 610
+(840,383) 1223
+(699,514) 1213
+(528,531) 1059
+(249,264) 513
+(731,481) 1212
+(346,938) 1284
+(698,211) 909
+(1014,195) 1209
+(798,864) 1662
+(507,840) 1347
+(53,189) 242
+(117,762) 879
+(943,766) 1709
+(84,211) 295
+(107,342) 449
+(663,886) 1549
+(197,785) 982
+(1002,745) 1747
+(10,943) 953
+(350,471) 821
+(922,139) 1061
+(687,965) 1652
+(567,773) 1340
+(79,233) 312
+(101,84) 185
+(458,792) 1250
+(447,332) 779
+(253,447) 700
+(898,568) 1466
+(150,996) 1146
+(383,875) 1258
+(432,999) 1431
+(584,429) 1013
+(528,276) 804
+(325,593) 918
+(723,600) 1323
+(101,528) 629
+(346,802) 1148
+(898,416) 1314
+(233,139) 372
+(487,665) 1152
+(857,244) 1101
+(263,861) 1124
+(556,291) 847
+(342,962) 1304
+(692,844) 1536
+(511,875) 1386
+(835,882) 1717
+(745,465) 1210
+(294,673) 967
+(431,890) 1321
+(965,714) 1679
+(256,390) 646
+(604,471) 1075
+(983,364) 1347
+(144,788) 932
+(759,303) 1062
+(792,561) 1353
+(153,139) 292
+(231,789) 1020
+(773,158) 931
+(1002,73) 1075
+(607,431) 1038
+(476,43) 519
+(284,261) 545
+(294,691) 985
+(531,960) 1491
+(758,53) 811
+(84,745) 829
+(130,80) 210
+(754,345) 1099
+(1013,150) 1163
+(563,275) 838
+(316,606) 922
+(781,371) 1152
+(861,139) 1000
+(487,712) 1199
+(863,620) 1483
+(1005,990) 1995
+(531,465) 996
+(545,789) 1334
+(195,944) 1139
+(5,526) 531
+(186,763) 949
+(730,942) 1672
+(919,922) 1841
+(1013,787) 1800
+(938,437) 1375
+(684,634) 1318
+(939,1014) 1953
+(584,986) 1570
+(37,517) 554
+(597,1006) 1603
+(748,627) 1375
+(102,958) 1060
+(825,893) 1718
+(863,53) 916
+(882,996) 1878
+(177,862) 1039
+(608,520) 1128
+(938,510) 1448
+(776,242) 1018
+(771,715) 1486
+(931,48) 979
+(1017,404) 1421
+(460,568) 1028
+(773,2) 775
+(787,713) 1500
+(875,568) 1443
+(922,47) 969
+(863,609) 1472
+(699,545) 1244
+(971,882) 1853
+(1021,773) 1794
+(908,713) 1621
+(197,979) 1176
+(151,784) 935
+(84,358) 442
+(162,803) 965
+(689,796) 1485
+(571,787) 1358
+(203,435) 638
+(482,748) 1230
+(508,213) 721
+(908,462) 1370
+(669,745) 1414
+(211,213) 424
+(974,730) 1704
+(683,625) 1308
+(36,731) 767
+(429,525) 954
+(798,431) 1229
+(814,346) 1160
+(161,291) 452
+(407,81) 488
+(754,476) 1230
+(127,45) 172
+(186,380) 566
+(49,629) 678
+(781,334) 1115
+(529,431) 960
+(651,980) 1631
+(974,838) 1812
+(1017,430) 1447
+(184,433) 617
+(101,986) 1087
+(509,12) 521
+(802,429) 1231
+(458,43) 501
+(969,715) 1684
+(627,177) 804
+(1002,712) 1714
+(566,138) 704
+(507,909) 1416
+(451,1005) 1456
+(303,26) 329
+(583,465) 1048
+(886,713) 1599
+(575,213) 788
+(481,711) 1192
+(360,793) 1153
+(562,75) 637
+(26,840) 866
+(785,345) 1130
+(828,138) 966
+(374,952) 1326
+(789,182) 971
+(119,744) 863
+(692,383) 1075
+(748,841) 1589
+(837,189) 1026
+(692,525) 1217
+(1005,999) 2004
+(665,349) 1014
+(625,664) 1289
+(134,623) 757
+(268,354) 622
+(832,967) 1799
+(28,961) 989
+(547,625) 1172
+(309,761) 1070
+(911,84) 995
+(665,946) 1611
+(734,68) 802
+(963,19) 982
+(998,617) 1615
+(510,968) 1478
+(365,920) 1285
+(707,527) 1234
+(560,686) 1246
+(15,941) 956
+(321,575) 896
+(880,809) 1689
+(849,679) 1528
+(448,903) 1351
+(729,59) 788
+(749,53) 802
+(803,458) 1261
+(687,162) 849
+(151,82) 233
+(809,508) 1317
+(900,418) 1318
+(342,794) 1136
+(596,312) 908
+(117,97) 214
+(542,618) 1160
+(158,482) 640
+(548,897) 1445
+(384,168) 552
+(170,991) 1161
+(471,10) 481
+(843,16) 859
+(677,908) 1585
+(877,514) 1391
+(59,135) 194
+(1017,633) 1650
+(683,229) 912
+(944,659) 1603
+(635,52) 687
+(729,379) 1108
+(459,913) 1372
+(26,777) 803
+(897,571) 1468
+(991,383) 1374
+(996,617) 1613
+(458,524) 982
+(548,119) 667
+(781,989) 1770
+(938,920) 1858
+(880,920) 1800
+(510,819) 1329
+(619,231) 850
+(600,511) 1111
+(506,747) 1253
+(332,510) 842
+(863,203) 1066
+(15,741) 756
+(490,26) 516
+(781,606) 1387
+(825,847) 1672
+(457,684) 1141
+(967,1007) 1974
+(897,566) 1463
+(934,647) 1581
+(619,98) 717
+(491,756) 1247
+(379,1017) 1396
+(897,819) 1716
+(276,451) 727
+(744,358) 1102
+(638,19) 657
+(786,695) 1481
+(892,565) 1457
+(812,653) 1465
+(561,424) 985
+(751,909) 1660
+(193,693) 886
+(881,191) 1072
+(756,168) 924
+(291,43) 334
+(502,45) 547
+(390,1017) 1407
+(321,70) 391
+(817,773) 1590
+(231,391) 622
+(627,179) 806
+(185,437) 622
+(633,223) 856
+(84,611) 695
+(792,321) 1113
+(420,935) 1355
+(295,659) 954
+(856,939) 1795
+(18,757) 775
+(568,46) 614
+(943,213) 1156
+(177,447) 624
+(958,863) 1821
+(15,957) 972
+(455,38) 493
+(208,759) 967
+(941,457) 1398
+(747,309) 1056
+(90,659) 749
+(700,379) 1079
+(1006,826) 1832
+(31,409) 440
+(955,269) 1224
+(264,786) 1050
+(573,47) 620
+(1005,491) 1496
+(758,809) 1567
+(863,284) 1147
+(787,306) 1093
+(754,649) 1403
+(115,49) 164
+(715,529) 1244
+(304,828) 1132
+(692,90) 782
+(332,116) 448
+(260,623) 883
+(12,53) 65
+(683,819) 1502
+(157,365) 522
+(275,80) 355
+(832,945) 1777
+(364,46) 410
+(372,944) 1316
+(365,731) 1096
+(559,560) 1119
+(931,786) 1717
+(182,917) 1099
+(81,26) 107
+(913,459) 1372
+(84,903) 987
+(575,744) 1319
+(392,8) 400
+(560,68) 628
+(938,546) 1484
+(606,531) 1137
+(693,333) 1026
+(136,1021) 1157
+(794,751) 1545
+(295,478) 773
+(684,303) 987
+(702,336) 1038
+(891,345) 1236
+(934,311) 1245
+(211,693) 904
+(295,913) 1208
+(840,792) 1632
+(994,912) 1906
+(861,31) 892
+(447,542) 989
+(364,368) 732
+(758,999) 1757
+(77,436) 513
+(434,36) 470
+(179,604) 783
+(873,809) 1682
+(136,264) 400
+(723,26) 749
+(1017,757) 1774
+(565,1013) 1578
+(611,578) 1189
+(144,953) 1097
+(673,569) 1242
+(101,451) 552
+(732,693) 1425
+(318,549) 867
+(623,172) 795
+(698,186) 884
+(1002,852) 1854
+(303,278) 581
+(236,979) 1215
+(20,880) 900
+(178,770) 948
+(922,891) 1813
+(440,882) 1322
+(4,710) 714
+(212,316) 528
+(600,596) 1196
+(244,714) 958
+(979,194) 1173
+(810,119) 929
+(15,639) 654
+(390,208) 598
+(947,510) 1457
+(798,455) 1253
+(365,880) 1245
+(478,789) 1267
+(107,158) 265
+(364,264) 628
+(846,478) 1324
+(728,253) 981
+(41,953) 994
+(723,251) 974
+(683,562) 1245
+(417,252) 669
+(744,46) 790
+(185,254) 439
+(789,623) 1412
+(547,431) 978
+(30,953) 983
+(997,18) 1015
+(784,153) 937
+(263,215) 478
+(691,321) 1012
+(25,814) 839
+(798,745) 1543
+(707,557) 1264
+(751,664) 1415
+(692,140) 832
+(26,231) 257
+(935,758) 1693
+(462,96) 558
+(606,136) 742
+(260,476) 736
+(591,238) 829
+(528,399) 927
+(464,372) 836
+(540,952) 1492
+(843,843) 1686
+(974,521) 1495
+(615,840) 1455
+(1014,694) 1708
+(32,136) 168
+(278,919) 1197
+(640,383) 1023
+(639,105) 744
+(471,973) 1444
+(551,961) 1512
+(127,144) 271
+(734,907) 1641
+(48,571) 619
+(714,654) 1368
+(997,880) 1877
+(761,242) 1003
+(635,663) 1298
+(465,529) 994
+(553,459) 1012
+(275,1002) 1277
+(933,440) 1373
+(32,508) 540
+(296,730) 1026
+(529,763) 1292
+(665,49) 714
+(224,946) 1170
+(967,494) 1461
+(98,211) 309
+(699,46) 745
+(629,473) 1102
+(210,12) 222
+(433,897) 1330
+(751,41) 792
+(279,364) 643
+(657,2) 659
+(68,891) 959
+(694,81) 775
+(49,325) 374
+(204,787) 991
+(194,998) 1192
+(759,276) 1035
+(635,79) 714
+(840,77) 917
+(475,694) 1169
+(547,12) 559
+(565,343) 908
+(242,943) 1185
+(360,653) 1013
+(41,897) 938
+(702,368) 1070
+(514,561) 1075
+(540,194) 734
+(907,431) 1338
+(967,313) 1280
+(236,511) 747
+(1007,574) 1581
+(843,365) 1208
+(327,323) 650
+(273,939) 1212
+(659,475) 1134
+(888,204) 1092
+(546,653) 1199
+(874,549) 1423
+(465,898) 1363
+(45,946) 991
+(291,727) 1018
+(374,542) 916
+(350,194) 544
+(752,529) 1281
+(379,532) 911
+(912,943) 1855
+(826,253) 1079
+(691,692) 1383
+(179,773) 952
+(575,601) 1176
+(684,654) 1338
+(236,258) 494
+(209,182) 391
+(528,172) 700
+(184,144) 328
+(439,983) 1422
+(237,144) 381
+(189,784) 973
+(154,436) 590
+(465,682) 1147
+(260,303) 563
+(521,967) 1488
+(893,766) 1659
+(157,567) 724
+(843,26) 869
+(304,90) 394
+(508,55) 563
+(303,789) 1092
+(565,465) 1030
+(967,913) 1880
+(757,897) 1654
+(96,130) 226
+(31,439) 470
+(591,179) 770
+(86,601) 687
+(559,640) 1199
+(729,471) 1200
+(872,448) 1320
+(727,947) 1674
+(203,402) 605
+(50,960) 1010
+(625,459) 1084
+(197,353) 550
+(696,332) 1028
+(529,97) 626
+(231,710) 941
+(53,890) 943
+(943,683) 1626
+(728,130) 858
+(861,751) 1612
+(316,849) 1165
+(953,657) 1610
+(996,913) 1909
+(344,752) 1096
+(946,891) 1837
+(751,819) 1570
+(826,997) 1823
+(349,306) 655
+(235,64) 299
+(191,820) 1011
+(274,23) 297
+(785,545) 1330
+(475,991) 1466
+(481,13) 494
+(506,514) 1020
+(436,251) 687
+(514,998) 1512
+(814,784) 1598
+(944,711) 1655
+(268,707) 975
+(455,1021) 1476
+(702,98) 800
+(10,164) 174
+(388,941) 1329
+(84,924) 1008
+(629,751) 1380
+(144,886) 1030
+(952,364) 1316
+(304,786) 1090
+(13,961) 974
+(711,694) 1405
+(815,35) 850
+(223,179) 402
+(887,953) 1840
+(300,621) 921
+(81,638) 719
+(539,431) 970
+(568,687) 1255
+(506,91) 597
+(346,342) 688
+(717,429) 1146
+(806,237) 1043
+(864,390) 1254
+(370,182) 552
+(979,626) 1605
+(584,857) 1441
+(560,798) 1358
+(692,276) 968
+(289,784) 1073
+(476,342) 818
+(776,883) 1659
+(547,707) 1254
+(35,418) 453
+(432,127) 559
+(263,365) 628
+(390,599) 989
+(715,744) 1459
+(625,242) 867
+(191,0) 191
+(494,84) 578
+(642,311) 953
+(1007,524) 1531
+(762,116) 878
+(14,461) 475
+(74,857) 931
+(396,210) 606
+(691,825) 1516
+(110,903) 1013
+(960,193) 1153
+(969,18) 987
+(594,440) 1034
+(561,213) 774
+(980,969) 1949
+(3,460) 463
+(545,806) 1351
+(568,931) 1499
+(278,268) 546
+(211,924) 1135
+(994,559) 1553
+(447,509) 956
+(770,98) 868
+(966,179) 1145
+(944,442) 1386
+(654,882) 1536
+(651,745) 1396
+(1005,101) 1106
+(158,252) 410
+(242,64) 306
+(620,606) 1226
+(969,321) 1290
+(909,430) 1339
+(560,388) 948
+(748,997) 1745
+(127,1013) 1140
+(694,465) 1159
+(381,115) 496
+(393,117) 510
+(785,246) 1031
+(458,651) 1109
+(619,15) 634
+(476,258) 734
+(253,659) 912
+(425,583) 1008
+(844,917) 1761
+(561,300) 861
+(102,886) 988
+(457,236) 693
+(269,462) 731
+(859,429) 1288
+(939,86) 1025
+(633,882) 1515
+(877,1006) 1883
+(931,882) 1813
+(358,865) 1223
+(657,81) 738
+(763,932) 1695
+(677,828) 1505
+(144,931) 1075
+(988,677) 1665
+(673,284) 957
+(606,90) 696
+(295,559) 854
+(625,505) 1130
+(252,710) 962
+(139,578) 717
+(676,231) 907
+(54,759) 813
+(657,431) 1088
+(806,540) 1346
+(761,657) 1418
+(551,594) 1145
+(863,284) 1147
+(396,692) 1088
+(857,802) 1659
+(756,476) 1232
+(45,698) 743
+(654,372) 1026
+(707,728) 1435
+(252,134) 386
+(140,958) 1098
+(506,747) 1253
+(710,203) 913
+(945,787) 1732
+(751,907) 1658
+(54,0) 54
+(877,465) 1342
+(28,698) 726
+(299,687) 986
+(283,568) 851
+(502,714) 1216
+(816,943) 1759
+(1021,26) 1047
+(817,580) 1397
+(529,944) 1473
+(562,903) 1465
+(268,231) 499
+(861,98) 959
+(683,962) 1645
+(508,777) 1285
+(447,814) 1261
+(856,331) 1187
+(337,114) 451
+(733,744) 1477
+(231,907) 1138
+(745,74) 819
+(754,999) 1753
+(737,761) 1498
+(250,683) 933
+(195,304) 499
+(781,730) 1511
+(346,343) 689
+(941,741) 1682
+(325,996) 1321
+(513,311) 824
+(251,596) 847
+(439,722) 1161
+(383,434) 817
+(1013,583) 1596
+(368,517) 885
+(606,471) 1077
+(460,945) 1405
+(816,372) 1188
+(117,1017) 1134
+(888,751) 1639
+(26,459) 485
+(722,940) 1662
+(695,784) 1479
+(196,731) 927
+(998,698) 1696
+(195,665) 860
+(338,338) 676
+(77,47) 124
+(429,465) 894
+(729,381) 1110
+(54,511) 565
+(182,979) 1161
+(487,393) 880
+(481,787) 1268
+(41,654) 695
+(208,461) 669
+(826,59) 885
+(346,683) 1029
+(781,891) 1672
+(913,549) 1462
+(150,309) 459
+(863,693) 1556
+(211,707) 918
+(283,619) 902
+(846,242) 1088
+(567,383) 950
+(699,545) 1244
+(863,195) 1058
+(115,745) 860
+(189,715) 904
+(465,471) 936
+(792,237) 1029
+(689,53) 742
+(580,332) 912
+(655,934) 1589
+(882,309) 1191
+(508,802) 1310
+(101,306) 407
+(193,946) 1139
+(358,399) 757
+(316,774) 1090
+(890,37) 927
+(260,342) 602
+(459,629) 1088
+(908,722) 1630
+(436,139) 575
+(120,164) 284
+(120,431) 551
+(511,1021) 1532
+(761,693) 1454
+(714,939) 1653
+(926,761) 1687
+(15,611) 626
+(847,41) 888
+(233,107) 340
+(723,546) 1269
+(294,591) 885
+(331,208) 539
+(789,337) 1126
+(468,150) 618
+(996,527) 1523
+(243,22) 265
+(85,974) 1059
+(212,73) 285
+(700,249) 949
+(651,761) 1412
+(257,468) 725
+(556,773) 1329
+(431,741) 1172
+(43,983) 1026
+(756,546) 1302
+(642,653) 1295
+(46,384) 430
+(482,710) 1192
+(381,855) 1236
+(773,242) 1015
+(798,436) 1234
+(311,996) 1307
+(273,316) 589
+(172,592) 764
+(321,3) 324
+(629,429) 1058
+(268,314) 582
+(920,43) 963
+(447,526) 973
+(617,936) 1553
+(464,991) 1455
+(1006,1013) 2019
+(952,195) 1147
+(882,566) 1448
+(888,381) 1269
+(625,953) 1578
+(30,473) 503
+(360,84) 444
+(203,41) 244
+(666,41) 707
+(84,659) 743
+(855,19) 874
+(751,177) 928
+(1017,45) 1062
+(909,138) 1047
+(931,924) 1855
+(379,22) 401
+(15,812) 827
+(810,649) 1459
+(599,64) 663
+(116,990) 1106
+(568,897) 1465
+(439,196) 635
+(379,381) 760
+(722,758) 1480
+(618,828) 1446
+(729,653) 1382
+(529,774) 1303
+(54,432) 486
+(955,101) 1056
+(635,933) 1568
+(761,983) 1744
+(911,970) 1881
+(837,689) 1526
+(815,657) 1472
+(1007,416) 1423
+(115,565) 680
+(593,997) 1590
+(497,312) 809
+(491,922) 1413
+(482,309) 791
+(861,473) 1334
+(654,303) 957
+(346,542) 888
+(158,673) 831
+(752,114) 866
+(748,139) 887
+(596,629) 1225
+(987,53) 1040
+(960,686) 1646
+(770,573) 1343
+(182,18) 200
+(1017,23) 1040
+(720,939) 1659
+(513,391) 904
+(212,855) 1067
+(238,81) 319
+(864,761) 1625
+(144,907) 1051
+(242,314) 556
+(663,597) 1260
+(577,150) 727
+(559,332) 891
+(732,318) 1050
+(416,715) 1131
+(931,986) 1917
+(568,528) 1096
+(286,583) 869
+(599,702) 1301
+(574,974) 1548
+(179,844) 1023
+(575,967) 1542
+(476,673) 1149
+(447,455) 902
+(886,521) 1407
+(203,863) 1066
+(364,331) 695
+(844,198) 1042
+(15,737) 752
+(875,1018) 1893
+(531,46) 577
+(430,1) 431
+(695,957) 1652
+(25,388) 413
+(881,687) 1568
+(15,149) 164
+(521,325) 846
+(814,102) 916
+(798,940) 1738
+(291,105) 396
+(997,254) 1251
+(786,550) 1336
+(336,298) 634
+(55,900) 955
+(172,48) 220
+(15,1005) 1020
+(686,526) 1212
+(991,1022) 2013
+(996,437) 1433
+(835,1018) 1853
+(106,664) 770
+(774,263) 1037
+(844,263) 1107
+(754,313) 1067
+(892,391) 1283
+(698,182) 880
+(838,673) 1511
+(761,615) 1376
+(447,597) 1044
+(257,317) 574
+(663,835) 1498
+(303,223) 526
+(657,152) 809
+(233,826) 1059
+(390,452) 842
+(256,1002) 1258
+(37,275) 312
+(134,856) 990
+(947,687) 1634
+(380,465) 845
+(457,1020) 1477
+(953,545) 1498
+(96,560) 656
+(158,316) 474
+(814,843) 1657
+(893,429) 1322
+(473,863) 1336
+(953,374) 1327
+(945,859) 1804
+(970,4) 974
+(677,654) 1331
+(548,53) 601
+(374,933) 1307
+(997,575) 1572
+(694,318) 1012
+(208,539) 747
+(619,584) 1203
+(1021,465) 1486
+(563,337) 900
+(184,798) 982
+(154,933) 1087
+(46,153) 199
+(748,855) 1603
+(599,664) 1263
+(138,514) 652
+(440,565) 1005
+(748,74) 822
+(81,756) 837
+(331,464) 795
+(911,471) 1382
+(960,231) 1191
+(434,26) 460
+(659,249) 908
+(13,1013) 1026
+(76,325) 401
+(508,758) 1266
+(720,526) 1246
+(157,251) 408
+(974,1010) 1984
+(911,295) 1206
+(508,229) 737
+(323,560) 883
+(1020,794) 1814
+(407,897) 1304
+(534,448) 982
+(392,25) 417
+(912,391) 1303
+(251,935) 1186
+(997,530) 1527
+(243,506) 749
+(583,534) 1117
+(514,983) 1497
+(781,278) 1059
+(597,388) 985
+(673,689) 1362
+(603,383) 986
+(32,244) 276
+(53,506) 559
+(511,568) 1079
+(88,699) 787
+(462,64) 526
+(346,360) 706
+(877,973) 1850
+(596,730) 1326
+(790,331) 1121
+(1020,844) 1864
+(618,952) 1570
+(46,745) 791
+(635,383) 1018
+(708,1020) 1728
+(882,788) 1670
+(23,745) 768
+(886,787) 1673
+(88,558) 646
+(211,471) 682
+(619,342) 961
+(309,563) 872
+(476,381) 857
+(10,943) 953
+(447,689) 1136
+(701,744) 1445
+(577,75) 652
+(416,965) 1381
+(943,233) 1176
+(710,729) 1439
+(940,509) 1449
+(49,583) 632
+(758,759) 1517
+(200,342) 542
+(384,968) 1352
+(967,390) 1357
+(54,464) 518
+(657,525) 1182
+(173,345) 518
+(898,761) 1659
+(52,211) 263
+(20,583) 603
+(844,707) 1551
+(886,960) 1846
+(116,939) 1055
+(617,50) 667
+(884,416) 1300
+(476,881) 1357
+(354,115) 469
+(852,193) 1045
+(59,296) 355
+(857,431) 1288
+(723,814) 1537
+(138,550) 688
+(751,81) 832
+(494,891) 1385
+(787,758) 1545
+(300,911) 1211
+(671,372) 1043
+(840,142) 982
+(542,316) 858
+(580,909) 1489
+(274,252) 526
+(692,299) 991
+(25,657) 682
+(43,370) 413
+(721,306) 1027
+(953,705) 1658
+(991,53) 1044
+(275,489) 764
+(651,600) 1251
+(153,524) 677
+(781,700) 1481
+(12,203) 215
+(258,208) 466
+(403,478) 881
+(508,79) 587
+(314,260) 574
+(561,381) 942
+(507,722) 1229
+(639,939) 1578
+(295,686) 981
+(655,822) 1477
+(383,788) 1171
+(497,1021) 1518
+(191,595) 786
+(806,707) 1513
+(195,244) 439
+(116,625) 741
+(607,132) 739
+(961,665) 1626
+(102,46) 148
+(840,607) 1447
+(629,996) 1625
+(986,988) 1974
+(448,372) 820
+(557,368) 925
+(939,702) 1641
+(506,341) 847
+(379,615) 994
+(841,810) 1651
+(556,251) 807
+(770,814) 1584
+(723,259) 982
+(623,417) 1040
+(667,594) 1261
+(185,215) 400
+(506,454) 960
+(86,250) 336
+(794,178) 972
+(254,729) 983
+(686,256) 942
+(528,233) 761
+(743,473) 1216
+(784,177) 961
+(191,574) 765
+(283,526) 809
+(796,494) 1290
+(82,986) 1068
+(805,23) 828
+(129,431) 560
+(815,76) 891
+(318,26) 344
+(909,575) 1484
+(510,134) 644
+(864,186) 1050
+(692,183) 875
+(997,343) 1340
+(759,931) 1690
+(991,952) 1943
+(785,575) 1360
+(696,604) 1300
+(264,835) 1099
+(988,633) 1621
+(43,816) 859
+(649,689) 1338
+(907,673) 1580
+(826,268) 1094
+(922,920) 1842
+(429,279) 708
+(220,465) 685
+(365,857) 1222
+(898,852) 1750
+(996,900) 1896
+(316,3) 319
+(699,517) 1216
+(26,614) 640
+(260,217) 477
+(606,513) 1119
+(532,204) 736
+(304,325) 629
+(25,130) 155
+(997,231) 1228
+(242,572) 814
+(41,473) 514
+(170,534) 704
+(584,934) 1518
+(476,433) 909
+(209,334) 543
+(193,97) 290
+(986,618) 1604
+(967,663) 1630
+(785,744) 1529
+(838,983) 1821
+(674,745) 1419
+(900,707) 1607
+(82,390) 472
+(991,548) 1539
+(316,1002) 1318
+(409,18) 427
+(855,14) 869
+(161,759) 920
+(236,1017) 1253
+(787,164) 951
+(158,957) 1115
+(138,144) 282
+(189,253) 442
+(54,437) 491
+(571,278) 849
+(79,263) 342
+(293,597) 890
+(52,875) 927
+(822,26) 848
+(165,196) 361
+(203,609) 812
+(677,614) 1291
+(958,814) 1772
+(558,341) 899
+(16,788) 804
+(76,23) 99
+(857,121) 978
+(761,321) 1082
+(1012,687) 1699
+(674,980) 1654
+(332,211) 543
+(873,505) 1378
+(855,960) 1815
+(144,773) 917
+(494,465) 959
+(891,568) 1459
+(749,476) 1225
+(517,528) 1045
+(597,20) 617
+(812,653) 1465
+(527,549) 1076
+(1017,638) 1655
+(991,700) 1691
+(23,96) 119
+(53,575) 628
+(991,73) 1064
+(761,235) 996
+(185,773) 958
+(235,856) 1091
+(847,340) 1187
+(77,223) 300
+(777,563) 1340
+(353,429) 782
+(388,184) 572
+(337,149) 486
+(822,877) 1699
+(642,238) 880
+(246,1007) 1253
+(303,511) 814
+(229,861) 1090
+(863,53) 916
+(73,342) 415
+(212,337) 549
+(788,674) 1462
+(882,478) 1360
+(303,855) 1158
+(773,560) 1333
+(689,216) 905
+(525,539) 1064
+(473,794) 1267
+(707,707) 1414
+(574,564) 1138
+(392,865) 1257
+(360,619) 979
+(568,707) 1275
+(556,105) 661
+(987,942) 1929
+(45,41) 86
+(715,727) 1442
+(770,194) 964
+(745,657) 1402
+(666,191) 857
+(991,261) 1252
+(748,963) 1711
+(298,705) 1003
+(599,545) 1144
+(140,855) 995
+(134,852) 986
+(825,244) 1069
+(157,815) 972
+(15,550) 565
+(46,211) 257
+(468,237) 705
+(18,620) 638
+(336,41) 377
+(745,998) 1743
+(940,639) 1579
+(561,600) 1161
+(197,794) 991
+(70,715) 785
+(258,372) 630
+(494,481) 975
+(514,254) 768
+(855,991) 1846
+(15,332) 347
+(117,609) 726
+(617,114) 731
+(721,933) 1654
+(250,82) 332
+(469,249) 718
+(758,346) 1104
+(134,368) 502
+(561,358) 919
+(776,840) 1616
+(211,618) 829
+(465,332) 797
+(344,798) 1142
+(236,657) 893
+(318,875) 1193
+(758,87) 845
+(353,568) 921
+(345,578) 923
+(38,461) 499
+(291,991) 1282
+(693,520) 1213
+(863,20) 883
+(237,599) 836
+(252,848) 1100
+(962,939) 1901
+(558,887) 1445
+(712,209) 921
+(10,896) 906
+(5,935) 940
+(18,635) 653
+(447,26) 473
+(472,796) 1268
+(896,437) 1333
+(525,81) 606
+(172,1) 173
+(84,1021) 1105
+(13,926) 939
+(933,599) 1532
+(81,144) 225
+(242,946) 1188
+(809,721) 1530
+(986,59) 1045
+(583,105) 688
+(134,390) 524
+(497,418) 915
+(863,372) 1235
+(107,635) 742
+(705,539) 1244
+(508,946) 1454
+(592,497) 1089
+(568,999) 1567
+(10,999) 1009
+(744,198) 942
+(276,336) 612
+(752,691) 1443
+(575,253) 828
+(604,233) 837
+(989,786) 1775
+(619,455) 1074
+(666,744) 1410
+(129,402) 531
+(345,434) 779
+(530,429) 959
+(457,692) 1149
+(623,508) 1131
+(168,250) 418
+(979,257) 1236
+(418,105) 523
+(258,403) 661
+(491,321) 812
+(640,893) 1533
+(46,284) 330
+(846,722) 1568
+(900,325) 1225
+(592,447) 1039
+(257,101) 358
+(440,526) 966
+(198,15) 213
+(508,41) 549
+(236,473) 709
+(603,16) 619
+(568,12) 580
+(938,707) 1645
+(852,617) 1469
+(173,50) 223
+(400,744) 1144
+(666,575) 1241
+(546,280) 826
+(332,882) 1214
+(794,74) 868
+(223,707) 930
+(655,561) 1216
+(715,635) 1350
+(482,734) 1216
+(890,701) 1591
+(580,784) 1364
+(745,593) 1338
+(666,136) 802
+(909,300) 1209
+(564,531) 1095
+(920,913) 1833
+(991,3) 994
+(47,911) 958
+(196,714) 910
+(671,659) 1330
+(383,962) 1345
+(295,787) 1082
+(873,615) 1488
+(557,560) 1117
+(882,814) 1696
+(604,626) 1230
+(263,943) 1206
+(98,251) 349
+(145,988) 1133
+(696,193) 889
+(546,256) 802
+(751,938) 1689
+(1014,748) 1762
+(185,153) 338
+(561,573) 1134
+(761,170) 931
+(781,82) 863
+(745,557) 1302
+(1005,1002) 2007
+(655,407) 1062
+(559,407) 966
+(744,683) 1427
+(50,781) 831
+(751,812) 1563
+(195,130) 325
+(303,383) 686
+(191,653) 844
+(822,502) 1324
+(1020,295) 1315
+(945,300) 1245
+(142,990) 1132
+(529,591) 1120
+(439,186) 625
+(435,18) 453
+(196,120) 316
+(852,901) 1753
+(458,513) 971
+(687,730) 1417
+(893,991) 1884
+(550,943) 1493
+(317,231) 548
+(129,837) 966
+(887,84) 971
+(655,692) 1347
+(558,734) 1292
+(102,893) 995
+(36,344) 380
+(417,211) 628
+(353,372) 725
+(333,649) 982
+(170,473) 643
+(46,943) 989
+(139,157) 296
+(345,20) 365
+(250,560) 810
+(279,686) 965
+(810,349) 1159
+(273,136) 409
+(947,372) 1319
+(527,625) 1152
+(562,79) 641
+(457,881) 1338
